"","Income","Limit","Rating","Cards","Age","Education","GenderFemale","StudentYes","MarriedYes","EthnicityAsian","EthnicityCaucasian","Balance"
"1",-0.860505332538876,-0.489385912830843,-0.464956527113024,-0.698255345561197,-1.25610102760555,-0.783948131463587,-1.03433916727221,-0.33291640592397,0.794400043159256,-0.584316844269138,1.00375551088307,-0.406767567081933
"2",1.72527646449702,0.827225090261341,0.827666567446399,0.0309930571136823,1.52653883971031,0.495967185211658,0.964383861273123,2.99624765331573,0.794400043159256,1.70712176070787,-0.993767893859362,0.833012735229121
"3",1.68464575001773,1.01351753229149,1.02802314710311,0.760241459788561,0.888850536783761,-0.783948131463587,-1.03433916727221,-0.33291640592397,-1.2556645843485,1.70712176070787,-0.993767893859362,0.130470563919524
"4",2.94246712123372,2.06585321064323,2.10736343106023,0.0309930571136823,-1.14015769980072,-0.783948131463587,0.964383861273123,-0.33291640592397,-1.2556645843485,1.70712176070787,-0.993767893859362,0.965690978108023
"5",0.302548869430733,0.0699246514968996,0.0133140178739621,-0.698255345561197,0.714935545076519,0.815946014380469,-1.03433916727221,-0.33291640592397,0.794400043159256,-0.584316844269138,1.00375551088307,-0.411117673405831
"6",0.991965838996188,1.4346250989271,1.38349449810695,0.760241459788561,1.23668052019824,-1.1039269606324,-1.03433916727221,-0.33291640592397,-1.2556645843485,-0.584316844269138,1.00375551088307,1.37242591939253
"7",-0.68728570132655,-0.583831848557758,-0.620071298460155,-0.698255345561197,-1.08218603589831,-0.463969302294776,0.964383861273123,-0.33291640592397,-1.2556645843485,-0.584316844269138,-0.993767893859362,-0.689524478135331
"8",0.743074339406585,1.03041382354539,1.01509691615751,-0.698255345561197,1.81639715922238,-1.42390578980121,-1.03433916727221,-0.33291640592397,-1.2556645843485,1.70712176070787,-0.993767893859362,0.765586087208695
"9",-0.853865956010836,-0.621956813438348,-0.574829490150575,1.48948986246344,0.598992217271692,-0.143990473125965,0.964383861273123,-0.33291640592397,-1.2556645843485,-0.584316844269138,1.00375551088307,-0.52422043782719
"10",0.733228768230389,0.902608543547961,0.879371491228775,0.0309930571136823,-0.850299380288655,1.7758825018869,0.964383861273123,2.99624765331573,0.794400043159256,-0.584316844269138,-0.993767893859362,1.80526149862042
"11",0.507206232237368,1.46495177553666,1.51275680756289,0.760241459788561,-1.48798768321521,0.175988356042846,-1.03433916727221,-0.33291640592397,0.794400043159256,-0.584316844269138,1.00375551088307,1.92923952885153
"12",-0.856135828328115,-1.48366766738713,-1.40210827066861,0.0309930571136823,0.483048889466864,0.815946014380469,-1.03433916727221,-0.33291640592397,-1.2556645843485,-0.584316844269138,1.00375551088307,-1.13106027001102
"13",1.00433664312536,0.247985567018745,0.252449290367455,-1.42750374823608,0.0772472421499667,-2.06386344813883,0.964383861273123,-0.33291640592397,0.794400043159256,1.70712176070787,-0.993767893859362,-0.687349424973382
"14",-0.0436066589542597,0.947232081987742,1.00863380068472,-1.42750374823608,-0.386526069069344,-1.42390578980121,-1.03433916727221,-0.33291640592397,0.794400043159256,-0.584316844269138,1.00375551088307,1.22017219805608
